vocabulary,ttf,df,idf
consist,933,888,2.633468455579586
and-amaz,131,130,3.4727564493172123
chocol-mouss,67,63,3.788168371141168
prici,93,89,3.637489729512511
the-pitcher,60,58,3.824125833916549
no-big,66,65,3.7745169657285498
scallop,733,571,2.8260748027008264
have-enjoy,65,64,3.7810369386211318
birthday-dinner,150,144,3.428134794028789
cannot-wait,90,87,3.6473829701146196
eggplant,572,476,2.9084850188786495
and-bring,98,97,3.5998830720736876
hesit,216,211,3.2624510897304293
beignet,164,141,3.437750562820388
c-mon,61,61,3.802089257881733
buddi,199,175,3.3443922736851106
the-day,798,762,2.6989700043360187
s-good,284,277,3.143014800254095
NUM-day,35,210,3.2648178230095364
breakfast-klub,397,299,3.110589710299249
textur,945,829,2.6627578316815743
pride,59,57,3.8312296938670634
and-peach,100,97,3.5998830720736876
i-stop,151,150,3.4099331233312946
tuna-tartar,100,92,3.6232492903979003
chorizo-stuf-date,79,74,3.717670503002262
my-opinion,449,440,2.9395192526186182
spain,267,213,3.2576785748691846
dri-tomato,60,57,3.8312296938670634
thumb,157,145,3.424881636631067
high-expect,162,156,3.3944516808262164
your-parti,97,96,3.6053050461411096
it-home,82,79,3.6893088591236203
the-kitchen,717,643,2.778151250383644
here-earli,85,85,3.6580113966571126
of-tast,87,86,3.6522463410033232
first-stop,77,77,3.7007037171450192
and-extrem,74,73,3.7234556720351857
as-good,914,876,2.6434526764861874
event,311,256,3.1789769472931693
horseradish-potato,72,67,3.7611758131557314
finger,241,226,3.2329961103921536
s-super,54,52,3.8715729355458786
sushi-rice,56,53,3.8627275283179747
super-fresh,12,123,3.496929648073215
good-restaur,88,88,3.6424645202421213
we-head,75,73,3.7234556720351857
is-serv,187,181,3.3283796034387376
prefer,1137,1063,2.5563025007672873
bibimbap,68,56,3.838849090737255
gamba,136,130,3.4727564493172123
tight,259,249,3.1903316981702914
space,1210,1103,2.5440680443502757
be-wait,84,84,3.662757831681574
place-make,85,83,3.66838591669
simpl,926,855,2.653212513775344
creol,299,239,3.2068258760318495
depart,67,66,3.767897616018091
the-burnt,66,63,3.788168371141168
so-loud,139,135,3.456366033129043
an-extra,235,229,3.225309281725863
comfi,74,73,3.7234556720351857
bottom,449,426,2.954242509439325
we-ate,437,418,2.9637878273455556
live-jazz,131,125,3.4899584794248346
purpl,67,65,3.7745169657285498
out-of-town,144,140,3.4409090820652177
excel--,57,55,3.846955325019824
NUMNUM,2657,1914,2.3010299956639813
few-time,430,420,2.9637878273455556
has-great,104,104,3.5705429398818973
four-peopl,75,75,3.711807229041191
and-deep,56,56,3.838849090737255
was-worth,356,353,3.037426497940624
uncomfort,250,230,3.225309281725863
squid,403,339,3.0569048513364727
birthday-parti,62,58,3.824125833916549
infus,109,106,3.561101383649056
of-tapa,203,194,3.298853076409707
your-fri,157,150,3.4099331233312946
frequent,331,324,3.0755469613925306
interact,67,66,3.767897616018091
occas,415,394,2.991226075692495
will-leav,57,56,3.838849090737255
network,152,138,3.4471580313422194
good-atmospher,61,61,3.802089257881733
public,103,99,3.591064607026499
array,105,103,3.574031267727719
fri-potato,121,110,3.545307116465824
over-cook,28,104,3.5705429398818973
track,67,65,3.7745169657285498
lasagna,72,56,3.838849090737255
the-crawfish,95,85,3.6580113966571126
it-tast,559,535,2.8573324964312685
just-amaz,63,63,3.788168371141168
meat-eat,52,68,3.754348335711019
pecan,73,62,3.795184589682424
make-reserv,294,285,3.130333768495006
crepe,194,153,3.401400540781544
they-ve,296,281,3.1367205671564067
was-close,97,97,3.5998830720736876
the-yelp,119,119,3.5118833609788744
round,513,461,2.9190780923760737
NUM--,39,193,3.3010299956639813
the-seoul,499,407,2.9777236052888476
to-quartino,149,136,3.4533183400470375
of-fish,298,269,3.155336037465062
my-date,188,150,3.4099331233312946
the-blackston,52,51,3.8796692056320534
the-space,311,297,3.113943352306837
crust-pizza,164,150,3.4099331233312946
also-excel,54,53,3.8627275283179747
score,182,180,3.330413773349191
in-texa,69,67,3.7611758131557314
sangria,1790,1340,2.4471580313422194
the-wood,121,114,3.530199698203082
the-reserv,125,116,3.5224442335063197
small-portion,227,214,3.255272505103306
the-loop,136,120,3.507855871695831
my-dinner,101,96,3.6053050461411096
a-mistak,79,78,3.6954816764901977
and-stay,54,54,3.8549130223078554
arriv-NUM,55,55,3.846955325019824
ran,224,214,3.255272505103306
a-close,67,67,3.7611758131557314
and-long,54,54,3.8549130223078554
up-order,119,117,3.5185139398778875
with-peopl,133,131,3.469822015978163
of-bbq,119,113,3.534026106056135
NUMth,282,262,3.167317334748176
raw,621,511,2.8750612633917
sport-bar,61,59,3.816241299991783
just-NUM,70,68,3.754348335711019
to-mix,54,54,3.8549130223078554
veri-limit,53,53,3.8627275283179747
your-buck,59,59,3.816241299991783
NUMst,155,143,3.4313637641589874
veri-delici,137,132,3.4668676203541096
the-mark,51,51,3.8796692056320534
ketchup,949,726,2.724275869600789
southern,409,369,3.0170333392987803
and-chicken,193,190,3.307496037913213
contemporari,68,66,3.767897616018091
be-serv,155,152,3.404833716619938
a-crispi,59,57,3.8312296938670634
a-touch,74,72,3.7299742856995555
dollar,399,347,3.0453229787866576
ambienc,342,332,3.0644579892269186
and-cheap,78,78,3.6954816764901977
aspect,92,90,3.6324572921847245
unbeliev,251,246,3.1958996524092336
oh-yeah,127,126,3.4871383754771865
under-NUM,115,181,3.3283796034387376
the-heavi,58,57,3.8312296938670634
servic-great,97,97,3.5998830720736876
hous-wine,73,71,3.73559889969818
scrambl-egg,173,141,3.437750562820388
photo,123,113,3.534026106056135
NUMrd,122,119,3.5118833609788744
fresh-sushi,59,59,3.816241299991783
look-delici,52,51,3.8796692056320534
the-ingredi,249,246,3.1958996524092336
swing,59,59,3.816241299991783
the-squid,94,84,3.662757831681574
was-lucki,55,54,3.8549130223078554
spin,97,96,3.6053050461411096
the-word,126,122,3.5010592622177517
a-pasta,73,73,3.7234556720351857
the-option,142,139,3.444044795918076
no-idea,240,233,3.220108088040055
the-band,112,95,3.60959440922522
and-bake,51,51,3.8796692056320534
the-bank,67,67,3.7611758131557314
egg-bacon,51,51,3.8796692056320534
touristi,176,168,3.361727836017593
red,1778,1530,2.3979400086720375
he-told,54,54,3.8549130223078554
we-show,65,65,3.7745169657285498
act,198,196,3.294466226161593
the-price,2032,1910,2.3010299956639813
duck,1118,841,2.6627578316815743
shortrib,75,62,3.795184589682424
finish,1562,1436,2.414973347970818
and-check,146,145,3.424881636631067
eggplant-mayo,73,67,3.7611758131557314
add,1095,1026,2.568201724066995
utensil,61,60,3.808885867359812
initi,189,182,3.326335860928751
the-yellowtail,66,61,3.802089257881733
differ-sauc,207,198,3.290034611362518
truffl-garlic,127,115,3.526339277389844
is-simpl,61,61,3.802089257881733
make-sens,72,72,3.7299742856995555
that-night,229,220,3.2430380486862944
a-complimentari,77,76,3.7067177823367587
the-star,191,187,3.3138672203691533
and-make,366,362,3.0253058652647704
signatur-dish,96,92,3.6232492903979003
their-brisket,56,51,3.8796692056320534
sandwich--,58,54,3.8549130223078554
the-spanish,101,99,3.591064607026499
our-appet,68,67,3.7611758131557314
trust,308,297,3.113943352306837
scoop,123,118,3.514547752660286
per-person,270,243,3.2013971243204513
in-term,211,199,3.287801729930226
both-time,262,231,3.2227164711475833
long-tabl,63,63,3.788168371141168
the-long,418,404,2.9777236052888476
was-interest,109,107,3.5575072019056577
the-summer,176,171,3.3541084391474008
a-shot,162,157,3.3909351071033793
we-sat,651,628,2.785329835010767
a-local,234,230,3.225309281725863
and-chees,1555,1345,2.4471580313422194
they-ll,183,180,3.330413773349191
a-recommend,95,92,3.6232492903979003
for-hour,63,62,3.795184589682424
and-refresh,114,114,3.530199698203082
previous-review,57,56,3.838849090737255
a-show,68,68,3.754348335711019
roast-pork,79,75,3.711807229041191
our-bill,195,188,3.311753861055754
of-sashimi,161,147,3.419955748489758
i-absolut,201,200,3.285557309007774
best-friend,121,114,3.530199698203082
crap,209,201,3.2833012287035497
truth,97,92,3.6232492903979003
cram,116,109,3.5490032620257876
some-amaz,58,57,3.8312296938670634
dude,189,174,3.346352974450639
crab,928,703,2.740362689494244
age,273,257,3.1760912590556813
albeit,139,138,3.4471580313422194
smaller,475,445,2.9344984512435675
for-peopl,150,145,3.424881636631067
ago,963,922,2.6127838567197355
get-busi,83,83,3.66838591669
rib,2908,1917,2.3010299956639813
was-recommend,116,116,3.5224442335063197
ve-order,77,74,3.717670503002262
place-rock,58,57,3.8312296938670634
microwav,62,57,3.8312296938670634
as-long,182,182,3.326335860928751
the-mayo,66,66,3.767897616018091
of-chees,371,354,3.037426497940624
and-awesom,79,79,3.6893088591236203
and-loud,135,133,3.462397997898956
rip,78,75,3.711807229041191
date-stuf,52,52,3.8715729355458786
my-order,297,262,3.167317334748176
--good,123,111,3.5415792439465807
i-realiz,200,193,3.3010299956639813
the-yummi,56,56,3.838849090737255
went-back,251,247,3.1931245983544616
i-total,80,78,3.6954816764901977
nt-care,353,333,3.0644579892269186
exit,55,52,3.8715729355458786
my-tongu,57,56,3.838849090737255
system,197,187,3.3138672203691533
green-bean,146,132,3.4668676203541096
spot,2833,2514,2.1760912590556813
and-love,367,362,3.0253058652647704
and-caramel,66,64,3.7810369386211318
on-tap,169,168,3.361727836017593
was-full,187,184,3.322219294733919
issu,506,463,2.9190780923760737
skillet,76,71,3.73559889969818
each-bite,94,93,3.6190933306267428
are-worth,77,75,3.711807229041191
bad-experi,105,105,3.5658478186735176
at-lou,77,72,3.7299742856995555
high-recommend,1255,1218,2.4913616938342726
air,170,161,3.380211241711606
low-key,23,55,3.846955325019824
crew,60,58,3.824125833916549
my-life,517,508,2.8808135922807914
steak-tartar,87,71,3.73559889969818
we-arriv,590,577,2.8260748027008264
speak,434,423,2.959041392321094
restroom,155,135,3.456366033129043
tender,1634,1456,2.414973347970818
and-smell,56,55,3.846955325019824
the-cob,90,81,3.678518379040114
qualiti-ingredi,58,58,3.824125833916549
i-walk,302,288,3.1271047983648077
aka,106,99,3.591064607026499
watermelon-pickl,60,53,3.8627275283179747
i-split,140,138,3.4471580313422194
the-restaur,2781,2379,2.204119982655925
the-flatbread,67,65,3.7745169657285498
a-convers,174,173,3.3483048630481607
belgian-fri,276,233,3.220108088040055
creme-brule,99,89,3.637489729512511
overal-experi,90,90,3.6324572921847245
brussel-sprout,383,321,3.0791812460476247
i-wait,216,208,3.2695129442179165
nt-finish,180,176,3.3404441148401185
villag,199,182,3.326335860928751
was-total,135,130,3.4727564493172123
out-quick,103,103,3.574031267727719
nt-imagin,67,67,3.7611758131557314
two-small,55,53,3.8627275283179747
the-cut,60,59,3.816241299991783
ala,168,163,3.374748346010104
of-chicken,157,148,3.416640507338281
worth-check,74,74,3.717670503002262
ale,123,112,3.537819095073274
complement,219,214,3.255272505103306
and-oyster,78,75,3.711807229041191
the-environ,96,96,3.6053050461411096
is-outstand,92,92,3.6232492903979003
my-wife,767,577,2.8260748027008264
was-pack,577,563,2.8325089127062366
so-popular,78,76,3.7067177823367587
the-crust,971,820,2.6720978579357175
was-delight,80,79,3.6893088591236203
cafe,1206,918,2.623249290397901
i-suggest,205,201,3.2833012287035497
the-loud,79,75,3.711807229041191
onli-drawback,56,55,3.846955325019824
and-parmesan,64,62,3.795184589682424
bodi,106,101,3.583198773968623
this-weekend,87,86,3.6522463410033232
daili-special,62,58,3.824125833916549
to-read,92,92,3.6232492903979003
outing,68,64,3.7810369386211318
worth-wait,59,59,3.816241299991783
fondu,327,254,3.1818435879447726
the-love,73,72,3.7299742856995555
row,122,116,3.5224442335063197
dump,73,70,3.741939077729199
littl-slow,61,61,3.802089257881733
best-breakfast,158,149,3.413299764081252
the-nacho,56,51,3.8796692056320534
omelet,279,212,3.2600713879850747
rpm,608,402,2.9822712330395684
babi-back,297,245,3.1958996524092336
i-recommend,620,600,2.806179973983887
exot,110,106,3.561101383649056
vegetarian-restaur,68,62,3.795184589682424
unnecessari,60,59,3.816241299991783
vibe,771,748,2.7075701760979363
well-worth,112,557,2.838849090737255
be-NUM,204,199,3.287801729930226
thought,2917,2515,2.1760912590556813
to-satisfi,89,86,3.6522463410033232
catfish,464,319,3.0827853703164503
café,88,75,3.711807229041191
smoke-fri,80,72,3.7299742856995555
tasso,87,70,3.741939077729199
cake,1578,1090,2.5440680443502757
protein,63,60,3.808885867359812
happi-hour,523,399,2.9822712330395684
english,148,139,3.444044795918076
an-upscal,84,81,3.678518379040114
foodi,336,314,3.089905111439398
grill-octopus,102,99,3.591064607026499
boil,111,96,3.6053050461411096
app,479,428,2.954242509439325
reason-price,682,661,2.7634279935629373
sour-cream,14,105,3.5658478186735176
broke,88,87,3.6473829701146196
stuffi,75,74,3.717670503002262
sunday-brunch,171,160,3.3820170425748683
nail,81,81,3.678518379040114
patienc,76,73,3.7234556720351857
the-babi,242,218,3.247973266361807
tummi,134,130,3.4727564493172123
subtl,122,116,3.5224442335063197
grade,62,59,3.816241299991783
the-owner,612,560,2.838849090737255
carpaccio,111,94,3.6138418218760693
marinara-sauc,74,69,3.7481880270062002
well--,9,60,3.808885867359812
mound,56,51,3.8796692056320534
prosciutto,417,332,3.0644579892269186
grill-corn,207,186,3.3180633349627615
other-pizza,65,63,3.788168371141168
experienc,306,299,3.110589710299249
and-roast,77,77,3.7007037171450192
a-lil,62,58,3.824125833916549
the-tip,56,52,3.8715729355458786
the-back,647,610,2.7993405494535817
s-birthday,161,151,3.4082399653118496
smoqu-bbq,108,92,3.6232492903979003
grace,88,87,3.6473829701146196
arm,92,89,3.637489729512511
fruiti,94,88,3.6424645202421213
art,355,330,3.0681858617461617
s-suppos,58,57,3.8312296938670634
be-seat,644,608,2.7993405494535817
nt-enjoy,86,83,3.66838591669
never-heard,71,71,3.73559889969818
the-texa,58,57,3.8312296938670634
call,2185,1858,2.3010299956639813
kick,680,653,2.7708520116421442
essenti,156,152,3.404833716619938
not-expect,71,71,3.73559889969818
in-addit,218,208,3.2695129442179165
a-pizza,347,315,3.0863598306747484
rub,256,230,3.225309281725863
ass,274,250,3.187520720836463
is-made,116,115,3.526339277389844
my-water,66,63,3.788168371141168
y-queso,66,66,3.767897616018091
my-thing,57,57,3.8312296938670634
mouss,124,101,3.583198773968623
a-lot,2774,2473,2.1760912590556813
the-top,840,782,2.690196080028514
run,984,915,2.623249290397901
takeout,92,83,3.66838591669
on-weekend,227,223,3.2380461031287955
bomb,229,217,3.250420002308894
mother,254,212,3.2600713879850747
view,248,239,3.2068258760318495
ate,1760,1606,2.380211241711606
s-bucatini,65,64,3.7810369386211318
or-dinner,94,91,3.6283889300503116
will-return,98,96,3.6053050461411096
attent-servic,71,71,3.73559889969818
discov,210,202,3.2810333672477277
some-kind,176,170,3.3560258571931225
alik,57,57,3.8312296938670634
depandi,124,104,3.5705429398818973
lou-malnati,668,513,2.8750612633917
dure-lunch,147,139,3.444044795918076
with-food,64,64,3.7810369386211318
mole,81,60,3.808885867359812
bold,95,90,3.6324572921847245
effici,418,409,2.9731278535996983
a-perfect,564,548,2.845098040014257
fri--,140,133,3.462397997898956
to-mercat,77,70,3.741939077729199
privat,221,200,3.285557309007774
aliv,51,51,3.8796692056320534
neighborhood,559,528,2.863322860120456
notabl,68,68,3.754348335711019
crunch,364,331,3.0644579892269186
mood,440,419,2.9637878273455556
a-john,54,52,3.8715729355458786
book,447,423,2.959041392321094
was-crowd,108,107,3.5575072019056577
everi-bite,217,213,3.2576785748691846
alla,53,51,3.8796692056320534
ave,171,166,3.367355921026019
main-dine,66,61,3.802089257881733
michigan-avenu,58,54,3.8549130223078554
booz,106,103,3.574031267727719
boot,70,68,3.754348335711019
last-time,474,453,2.929418925714293
chocol-sauc,69,66,3.767897616018091
bone,669,564,2.8325089127062366
the-flavor,892,827,2.6627578316815743
it-sound,158,156,3.3944516808262164
a-pictur,65,59,3.816241299991783
the-vanilla,187,174,3.346352974450639
tokyo,286,263,3.167317334748176
mouth,1564,1454,2.414973347970818
our-water,117,113,3.534026106056135
most-import,130,129,3.4756711883244296
can-easili,110,108,3.5538830266438746
not-worth,368,355,3.03342375548695
rye,59,53,3.8627275283179747
an-incred,94,91,3.6283889300503116
NUM-mile,42,68,3.754348335711019
is-super,273,271,3.1522883443830563
heartbeat,54,54,3.8549130223078554
of-rib,117,106,3.561101383649056
sticki,108,104,3.5705429398818973
the-car,84,73,3.7234556720351857
appetit,240,232,3.220108088040055
cart,193,179,3.3344537511509307
cast,101,98,3.595496221825574
slice,1631,1337,2.4471580313422194
omelett,367,280,3.1398790864012365
morsel,61,60,3.808885867359812
cash,177,161,3.380211241711606
the-vietnames,103,91,3.6283889300503116
case,532,499,2.886490725172482
been-nice,60,59,3.816241299991783
carb,102,94,3.6138418218760693
would-order,114,109,3.5490032620257876
and-wow,62,62,3.795184589682424
item,2020,1695,2.342422680822206
NUM--NUM,105,94,3.6138418218760693
medjool-date,170,163,3.374748346010104
the-bake,203,192,3.303196057420489
great-sauc,55,55,3.846955325019824
toler,73,72,3.7299742856995555
downtown,581,540,2.8512583487190755
explod,57,56,3.838849090737255
moon,65,55,3.846955325019824
carn,151,129,3.4756711883244296
phone,335,282,3.1367205671564067
slide,61,60,3.808885867359812
explos,71,69,3.7481880270062002
explor,106,106,3.561101383649056
card,364,301,3.1072099696478683
