vocabulary,ttf,df,idf
a-wast,51,51,3.8796692056320534
practic,228,220,3.2430380486862944
nt-put,61,61,3.802089257881733
intim,251,244,3.1986570869544226
live-music,275,242,3.2013971243204513
check,2422,2072,2.255272505103306
and-qualiti,131,131,3.469822015978163
sweet-shrimp,125,90,3.6324572921847245
restaur--,64,61,3.802089257881733
the-custom,200,195,3.296665190261531
the-pepperoni,89,80,3.683947130751512
with-smoke,138,135,3.456366033129043
hundr,104,97,3.5998830720736876
fortun,203,197,3.292256071356476
tasteless,141,133,3.462397997898956
yellowtail,291,223,3.2380461031287955
minim,91,90,3.6324572921847245
how-delici,53,51,3.8796692056320534
the-cochon,175,150,3.4099331233312946
that-matter,74,74,3.717670503002262
and-pizza,77,75,3.711807229041191
grandmoth,58,54,3.8549130223078554
margarita,483,389,2.9956351945975497
and-top,178,172,3.3502480183341627
to-balanc,62,60,3.808885867359812
ridicul,610,587,2.8129133566428557
foie-gras,210,160,3.3820170425748683
spoil,124,122,3.5010592622177517
ticket,121,109,3.5490032620257876
cheek,313,250,3.187520720836463
are-amaz,339,334,3.060697840353612
reuben,337,242,3.2013971243204513
and-pull,107,102,3.578639209968072
a-tini,190,186,3.3180633349627615
their-specialti,63,63,3.788168371141168
cheer,113,108,3.5538830266438746
a-dessert,154,148,3.416640507338281
pork-rib,113,110,3.545307116465824
babareeba,74,52,3.8715729355458786
pork-shoulder,397,320,3.0791812460476247
cheez,74,57,3.8312296938670634
to-experi,175,172,3.3502480183341627
in-itali,55,52,3.8715729355458786
red-bean,295,254,3.1818435879447726
go-eat,51,51,3.8796692056320534
was-call,91,89,3.637489729512511
that-includ,78,76,3.7067177823367587
a-restaur,789,756,2.7075701760979363
in-general,209,208,3.2695129442179165
flour,55,52,3.8715729355458786
and-meatbal,60,54,3.8549130223078554
with-hot,103,102,3.578639209968072
raini,89,87,3.6473829701146196
and-dark,53,53,3.8627275283179747
colleagu,99,86,3.6522463410033232
the-patron,56,56,3.838849090737255
the-center,120,116,3.5224442335063197
crazi,808,774,2.690196080028514
m-pretti,164,161,3.380211241711606
seoul,924,668,2.7558748556724915
chicago-style,461,394,2.991226075692495
and-chorizo,52,51,3.8796692056320534
sea-urchin,59,53,3.8627275283179747
sunda,70,56,3.838849090737255
the-size,309,300,3.1072099696478683
fuck,120,91,3.6283889300503116
increas,84,74,3.717670503002262
the-week,307,298,3.110589710299249
high-end,37,96,3.6053050461411096
matter,566,551,2.845098040014257
one-time,130,127,3.482873583608754
is-kinda,55,53,3.8627275283179747
are-fri,71,70,3.741939077729199
menu-option,51,51,3.8796692056320534
look-forward,458,444,2.9395192526186182
and-corn,82,81,3.678518379040114
tortellini,114,102,3.578639209968072
devil-egg,96,77,3.7007037171450192
best-hot,62,62,3.795184589682424
noisi,380,367,3.0211892990699383
roast,1455,1241,2.4913616938342726
product,206,194,3.298853076409707
lover,390,376,3.0086001717619175
style-rib,62,58,3.824125833916549
vinegar,348,304,3.103803720955957
that-time,108,105,3.5658478186735176
top-notch,83,342,3.0530784434834195
cheap,1111,1021,2.568201724066995
pesto-mayo,64,121,3.503790683057181
water-glass,87,87,3.6473829701146196
take-advantag,76,76,3.7067177823367587
cheat,64,60,3.808885867359812
was-yummi,153,153,3.401400540781544
so-friend,95,94,3.6138418218760693
the-left,60,60,3.808885867359812
minor,128,127,3.482873583608754
a-meat,121,118,3.514547752660286
french-NUM,23,56,3.838849090737255
they-love,63,61,3.802089257881733
great-price,135,134,3.459392487759231
crawl,56,51,3.8796692056320534
NUM-minut,50,2572,2.1760912590556813
burger,6046,2556,2.1760912590556813
biggest,264,261,3.1702617153949575
their-dinner,68,66,3.767897616018091
towel,86,82,3.673020907128896
the-bottl,95,89,3.637489729512511
and-cold,64,64,3.7810369386211318
function,55,53,3.8627275283179747
west,216,203,3.278753600952829
spoon,194,165,3.369215857410143
pitcher,502,428,2.954242509439325
a-meal,360,355,3.03342375548695
rib--,64,58,3.824125833916549
each-dish,112,108,3.5538830266438746
traffic,149,139,3.444044795918076
comparison,155,153,3.401400540781544
lay,56,54,3.8549130223078554
i-read,128,126,3.4871383754771865
crave,900,840,2.6627578316815743
dure-restaur,83,81,3.678518379040114
was-absolut,378,369,3.0170333392987803
nt-offer,55,55,3.846955325019824
loui-rib,219,188,3.311753861055754
a-burger,452,383,3.0043213737826426
NUM-degre,31,86,3.6522463410033232
overpr,494,469,2.9138138523837167
tast-great,154,152,3.404833716619938
veri-light,86,84,3.662757831681574
distanc,136,136,3.4533183400470375
generous,628,611,2.7993405494535817
was-fabul,114,113,3.534026106056135
floor,477,421,2.959041392321094
just-eat,75,75,3.711807229041191
as-hell,63,61,3.802089257881733
the-group,149,141,3.437750562820388
encourag,113,108,3.5538830266438746
a-generous,102,101,3.583198773968623
at-home,431,406,2.9777236052888476
at-cochon,147,128,3.4800069429571505
vanilla-ice,86,82,3.673020907128896
and-honest,73,73,3.7234556720351857
the-patata,151,147,3.419955748489758
brioch,200,182,3.326335860928751
red-meat,6,51,3.8796692056320534
--fri,62,57,3.8312296938670634
and-cook,147,144,3.428134794028789
carnivor,132,122,3.5010592622177517
chees-fondu,55,53,3.8627275283179747
and-cool,63,63,3.788168371141168
have-love,60,59,3.816241299991783
capres,227,196,3.294466226161593
a-matter,57,54,3.8549130223078554
were-plenti,75,75,3.711807229041191
that-day,161,159,3.385606273598312
sport,238,219,3.24551266781415
ani-kind,57,55,3.846955325019824
bad-servic,78,75,3.711807229041191
the-jamon,56,53,3.8627275283179747
their-famous,90,88,3.6424645202421213
marshmallow,69,63,3.788168371141168
led,98,95,3.60959440922522
french-food,79,73,3.7234556720351857
came-back,382,365,3.0211892990699383
leg,186,168,3.361727836017593
enhanc,73,72,3.7299742856995555
the-sushi,955,640,2.778151250383644
vinegar-base,71,69,3.7481880270062002
seoul-sassi,405,557,2.838849090737255
press,154,144,3.428134794028789
dough,352,296,3.113943352306837
and-grill,89,88,3.6424645202421213
their-sashimi,93,79,3.6893088591236203
chop-salad,93,82,3.673020907128896
pace,169,164,3.3710678622717363
that-serv,158,158,3.387389826338729
this-joint,109,108,3.5538830266438746
pack,2076,1926,2.3010299956639813
pretti-good,1515,1404,2.4313637641589874
a-beer,258,247,3.1931245983544616
be-surpris,58,57,3.8312296938670634
my-tast,384,373,3.012837224705172
a-beef,65,64,3.7810369386211318
fontina,55,51,3.8796692056320534
the-red,394,376,3.0086001717619175
month-ago,142,142,3.4345689040341987
my-hous,75,63,3.788168371141168
my-tummi,51,51,3.8796692056320534
tabasco,68,65,3.7745169657285498
the-posit,75,73,3.7234556720351857
and-cozi,68,68,3.754348335711019
good-fri,129,126,3.4871383754771865
peanut-satay,116,98,3.595496221825574
up-wait,89,89,3.637489729512511
definit-recommend,348,344,3.0492180226701815
claw,81,71,3.73559889969818
would-call,54,54,3.8549130223078554
paprika,59,55,3.846955325019824
n-chees,453,354,3.037426497940624
some-time,214,208,3.2695129442179165
sassi,881,660,2.7634279935629373
clam,508,388,2.9956351945975497
polish,229,199,3.287801729930226
fashion,175,161,3.380211241711606
a-light,174,167,3.3636119798921444
prix,123,105,3.5658478186735176
lie,179,174,3.346352974450639
smell,530,464,2.9190780923760737
lil,112,99,3.591064607026499
lip,78,74,3.717670503002262
eye-french,96,87,3.6473829701146196
barbecu,274,197,3.292256071356476
lit,134,132,3.4668676203541096
bias,102,100,3.586587304671755
homey,57,56,3.838849090737255
filipino,63,53,3.8627275283179747
littl-pricey,151,150,3.4099331233312946
the-mushroom,278,254,3.1818435879447726
in-bacon,89,84,3.662757831681574
the-air,54,52,3.8715729355458786
doubl,457,410,2.9731278535996983
they-deliv,68,68,3.754348335711019
their-dish,89,88,3.6424645202421213
doubt,357,350,3.041392685158225
reserv-time,77,74,3.717670503002262
and-wine,243,239,3.2068258760318495
the-lemon,106,97,3.5998830720736876
loung,157,140,3.4409090820652177
bacon-wrap,125,405,2.9777236052888476
super-delici,66,66,3.767897616018091
the-california,66,65,3.7745169657285498
st-mark,76,73,3.7234556720351857
to-celebr,166,163,3.374748346010104
was-spot,86,84,3.662757831681574
had-nt,315,306,3.100370545117563
asado,134,120,3.507855871695831
district,80,80,3.683947130751512
the-tourist,86,84,3.662757831681574
grass-f,80,70,3.741939077729199
page,56,51,3.8796692056320534
honey-mustard,91,78,3.6954816764901977
full,2712,2439,2.1760912590556813
pepper,1636,1386,2.4313637641589874
tast-good,189,182,3.326335860928751
nt-complain,61,60,3.808885867359812
millennium,92,85,3.6580113966571126
awar,138,138,3.4471580313422194
a-fan,967,918,2.623249290397901
of-sweet,261,258,3.173186268412274
other-burger,55,54,3.8549130223078554
chewi,355,337,3.0569048513364727
servic-NUM,53,53,3.8627275283179747
corn-beef,146,119,3.5118833609788744
and-wing,74,69,3.7481880270062002
wait-list,37,63,3.788168371141168
and-pasta,71,70,3.741939077729199
with-onion,74,73,3.7234556720351857
the-rib,624,548,2.845098040014257
veri-casual,60,59,3.816241299991783
pain,223,210,3.2648178230095364
center,244,235,3.214843848047698
pair,613,543,2.8512583487190755
chicago-pizza,89,171,3.3541084391474008
be-long,87,87,3.6473829701146196
equal,324,314,3.089905111439398
most-delici,129,127,3.482873583608754
pretti-crowd,68,68,3.754348335711019
deep-dish,157,1816,2.3222192947339195
me-back,115,115,3.526339277389844
to-boston,69,67,3.7611758131557314
upsid,84,80,3.683947130751512
paid,369,358,3.03342375548695
cooki-dough,93,87,3.6473829701146196
the-sign,66,64,3.7810369386211318
though--,9,54,3.8549130223078554
dine-room,375,350,3.041392685158225
plump,75,70,3.741939077729199
side--,9,51,3.8796692056320534
yelp-review,230,228,3.2278867046136734
wellth,52,52,3.8715729355458786
it-good,118,115,3.526339277389844
be-back,1531,1512,2.3979400086720375
so-glad,216,214,3.255272505103306
to-worri,55,55,3.846955325019824
season,1332,1213,2.4913616938342726
fri-food,83,79,3.6893088591236203
get-NUM,266,260,3.1702617153949575
and-dip,83,82,3.673020907128896
with-brais,54,53,3.8627275283179747
pale,52,51,3.8796692056320534
were-amaz,394,388,2.9956351945975497
threw,141,137,3.450249108319361
batter,366,333,3.0644579892269186
muffin,145,132,3.4668676203541096
and-worth,121,120,3.507855871695831
same-thing,165,164,3.3710678622717363
quot,116,110,3.545307116465824
look-amaz,86,84,3.662757831681574
recogn,80,78,3.6954816764901977
not-find,53,53,3.8627275283179747
they-put,245,242,3.2013971243204513
pant,88,82,3.673020907128896
miga,89,78,3.6954816764901977
st-loui,408,329,3.0681858617461617
lol,290,259,3.173186268412274
los,344,310,3.093421685162235
chees--,105,103,3.574031267727719
pros,101,100,3.586587304671755
lou,1468,933,2.6127838567197355
everytim,117,115,3.526339277389844
premium,70,65,3.7745169657285498
low,383,361,3.0293837776852097
with-beef,55,54,3.8549130223078554
prop,93,93,3.6190933306267428
and-crispi,302,298,3.110589710299249
caraf,249,208,3.2695129442179165
fuss,96,96,3.6053050461411096
meant,291,278,3.143014800254095
for-group,163,159,3.385606273598312
regular-menu,79,75,3.711807229041191
nt-impress,93,90,3.6324572921847245
us-wait,54,54,3.8549130223078554
the-mexican,73,66,3.767897616018091
a-regular,448,439,2.9444826721501687
be-made,86,86,3.6522463410033232
fellow,212,203,3.278753600952829
a-menu,169,164,3.3710678622717363
nigiri,126,105,3.5658478186735176
a-major,96,96,3.6053050461411096
rubberi,87,83,3.66838591669
the-chili,161,147,3.419955748489758
some-great,179,173,3.3483048630481607
from-NUM,95,91,3.6283889300503116
fire-oyster,73,72,3.7299742856995555
not-tast,58,58,3.824125833916549
door,1667,1503,2.3979400086720375
quick,2497,2265,2.230448921378274
fri-allig,358,325,3.0755469613925306
john-besh,200,170,3.3560258571931225
husband,1244,946,2.6020599913279625
boyfriend-order,75,73,3.7234556720351857
a-bottl,350,332,3.0644579892269186
quick-servic,25,55,3.846955325019824
zone,58,58,3.824125833916549
the-background,79,78,3.6954816764901977
was-divin,72,70,3.741939077729199
the-number,179,165,3.369215857410143
good-sign,93,92,3.6232492903979003
banana,456,390,2.9956351945975497
definit-order,69,67,3.7611758131557314
suppos,649,619,2.792391689498254
liter,926,849,2.653212513775344
the-side,1298,1189,2.5051499783199063
sun-dri,70,117,3.5185139398778875
is-fresh,199,196,3.294466226161593
and-live,117,117,3.5185139398778875
halibut,112,101,3.583198773968623
sparkl,60,56,3.838849090737255
were-excel,255,248,3.1931245983544616
mac-chees,9,251,3.187520720836463
the-raw,110,100,3.586587304671755
also-amaz,86,86,3.6522463410033232
of-heaven,63,63,3.788168371141168
condiment,189,176,3.3404441148401185
adequ,72,72,3.7299742856995555
part,1780,1642,2.361727836017593
queso-cotija,60,60,3.808885867359812
star-review,114,110,3.545307116465824
a-healthi,60,58,3.824125833916549
meati,278,264,3.164352855784437
with-meat,52,52,3.8715729355458786
east,402,352,3.037426497940624
and-ambianc,94,92,3.6232492903979003
my-mouth,588,566,2.8325089127062366
come-close,70,69,3.7481880270062002
parm,95,88,3.6424645202421213
pari,184,172,3.3502480183341627
easi,777,747,2.7075701760979363
park,2679,2003,2.278753600952829
was-refresh,56,56,3.838849090737255
raw-fish,12,75,3.711807229041191
would-ve,247,226,3.2329961103921536
from-chicago,117,114,3.530199698203082
they-made,121,118,3.514547752660286
irish-curri,71,59,3.816241299991783
the-high,153,151,3.4082399653118496
saturday-night,640,618,2.792391689498254
was-simpl,56,56,3.838849090737255
poutin,714,468,2.9138138523837167
a-group,979,904,2.623249290397901
earn,108,105,3.5658478186735176
with-mushroom,71,71,3.73559889969818
be-prepar,549,534,2.8573324964312685
patti,498,398,2.9867717342662448
actual-pretti,71,71,3.73559889969818
addit,659,617,2.792391689498254
path,55,55,3.846955325019824
crack,169,158,3.387389826338729
a-smile,134,129,3.4756711883244296
pate,262,193,3.3010299956639813
the-polenta,109,101,3.583198773968623
record,59,56,3.838849090737255
dish--,97,125,3.4899584794248346
best-meal,202,197,3.292256071356476
is-tasti,90,90,3.6324572921847245
and-mushroom,154,150,3.4099331233312946
of-space,51,51,3.8796692056320534
pass,748,713,2.7323937598229686
a-chocol,180,173,3.3483048630481607
to-explain,76,74,3.717670503002262
an-odd,63,62,3.795184589682424
past,866,823,2.6720978579357175
mile,210,197,3.292256071356476
and-crowd,113,112,3.537819095073274
mild,181,169,3.357934847000454
milk,372,317,3.0863598306747484
bill,1288,1097,2.5440680443502757
have-reserv,53,52,3.8715729355458786
were-small,76,76,3.7067177823367587
for-larg,83,83,3.66838591669
bucket,58,58,3.824125833916549
one-dish,92,90,3.6324572921847245
the-hype,734,701,2.740362689494244
adult,104,96,3.6053050461411096
so-disappoint,65,64,3.7810369386211318
a-waitress,58,57,3.8312296938670634
and-drink,554,535,2.8573324964312685
and-decid,251,248,3.1931245983544616
duck-quesadilla,86,77,3.7007037171450192
the-sausag,547,506,2.8808135922807914
the-show,129,127,3.482873583608754
dous,68,65,3.7745169657285498
asado-con,72,72,3.7299742856995555
radish,83,72,3.7299742856995555
wrap-date,305,282,3.1367205671564067
cochon,1263,717,2.724275869600789
mint,272,239,3.2068258760318495
that-dish,66,63,3.788168371141168
nice-flavor,55,54,3.8549130223078554
the-fondu,114,97,3.5998830720736876
chaotic,67,66,3.767897616018091
and-apolog,52,52,3.8715729355458786
so-worth,149,149,3.413299764081252
go-to,232,230,3.225309281725863
and-boy,101,101,3.583198773968623
the-delux,98,89,3.637489729512511
also-great,129,147,3.419955748489758
actual-tast,54,54,3.8549130223078554
mine,598,574,2.8260748027008264
mind,1418,1335,2.4471580313422194
mini,222,208,3.2695129442179165
numer-time,52,51,3.8796692056320534
waitress,2128,1729,2.342422680822206
a-free,179,174,3.346352974450639
absolut-love,248,245,3.1958996524092336
beef-short,58,54,3.8549130223078554
insid,1866,1705,2.342422680822206
what-make,162,162,3.376576957056512
doug,96,84,3.662757831681574
pretti-long,59,59,3.816241299991783
all-love,54,53,3.8627275283179747
inch,171,158,3.387389826338729
and-bread,94,94,3.6138418218760693
and-big,52,52,3.8715729355458786
the-light,172,163,3.374748346010104
new-york,130,280,3.1398790864012365
my-fault,55,53,3.8627275283179747
take-out,86,82,3.673020907128896
favorit-sauc,64,64,3.7810369386211318
had--,9,56,3.838849090737255
flat-bread,29,62,3.795184589682424
my-trip,114,112,3.537819095073274
also-fantast,54,54,3.8549130223078554
bird,90,80,3.683947130751512
club,317,289,3.123851640967086
are-generous,53,52,3.8715729355458786
the-smaller,84,82,3.673020907128896
pork-belli,200,414,2.968482948553935
a-delici,332,324,3.0755469613925306
take-NUM,87,85,3.6580113966571126
i-end,326,319,3.0827853703164503
other-day,65,65,3.7745169657285498
parmesan-fri,76,73,3.7234556720351857
month,877,814,2.6720978579357175
is-nt,1499,1378,2.4471580313422194
ined,90,84,3.662757831681574
to-hold,150,149,3.413299764081252
fresh-fish,122,116,3.5224442335063197
the-pepper,86,83,3.66838591669
humbl,53,53,3.8627275283179747
i-expect,522,501,2.886490725172482
s-special,54,54,3.8549130223078554
a-sucker,73,72,3.7299742856995555
ranchero,62,51,3.8796692056320534
endless,77,74,3.717670503002262
miso,356,299,3.110589710299249
place-great,62,104,3.5705429398818973
best-brisket,79,79,3.6893088591236203
miss,1333,1245,2.4913616938342726
for-busi,55,55,3.846955325019824
to-talk,242,237,3.2121876044039577
tapa-dish,57,56,3.838849090737255
bite,1957,1711,2.342422680822206
a-weeknight,104,102,3.578639209968072
human,66,56,3.838849090737255
great-job,114,113,3.534026106056135
we-notic,59,57,3.8312296938670634
the-sashimi,793,552,2.845098040014257
town-guest,63,63,3.788168371141168
custom,1198,1021,2.568201724066995
gaslight,754,474,2.9084850188786495
black-truffl,107,92,3.6232492903979003
some-point,71,70,3.741939077729199
delish,548,524,2.863322860120456
and-decor,95,94,3.6138418218760693
mimosa,138,122,3.5010592622177517
would-nt,1234,1177,2.5051499783199063
worthi,129,126,3.4871383754771865
green-salad,54,52,3.8715729355458786
were-decent,86,86,3.6522463410033232
parmesan-truffl,85,83,3.66838591669
this-spot,182,177,3.3384564936046046
discount,66,61,3.802089257881733
convers,853,798,2.681241237375587
convert,71,69,3.7481880270062002
well-made,70,67,3.7611758131557314
relish,155,140,3.4409090820652177
the-major,81,78,3.6954816764901977
blacken,96,82,3.673020907128896
fear,98,98,3.595496221825574
too-crowd,95,93,3.6190933306267428
two-side,73,70,3.741939077729199
a-fair,130,127,3.482873583608754
at-cafe,75,68,3.754348335711019
steak-frite,203,180,3.330413773349191
the-rest,953,912,2.623249290397901
with-white,55,54,3.8549130223078554
the-chocol,568,519,2.8692317197309762
a-similar,63,62,3.795184589682424
is-high,58,58,3.824125833916549
field,59,56,3.838849090737255
was-friend,422,418,2.9637878273455556
and-found,168,161,3.380211241711606
downfal,62,61,3.802089257881733
opent,65,62,3.795184589682424
server,3694,2870,2.113943352306837
generous-portion,120,119,3.5118833609788744
upset,98,96,3.6053050461411096
nt-regret,100,100,3.586587304671755
few-week,130,130,3.4727564493172123
skin,354,302,3.1072099696478683
skip,518,499,2.886490725172482
are-good,445,429,2.954242509439325
and-coffe,95,94,3.6138418218760693
mac,1775,1395,2.4313637641589874
mention,1058,993,2.57978359661681
twenti,89,76,3.7067177823367587
mad,122,116,3.5224442335063197
they-brought,170,166,3.367355921026019
slice-brisket,180,168,3.361727836017593
man,792,695,2.740362689494244
a-day,170,168,3.361727836017593
veri-fun,55,55,3.846955325019824
insan,280,272,3.1522883443830563
it-work,145,143,3.4313637641589874
darn-good,112,111,3.5415792439465807
an-appet,319,312,3.093421685162235
max,56,54,3.8549130223078554
bless,67,65,3.7745169657285498
suprem,139,125,3.4899584794248346
addict,298,291,3.12057393120585
the-weather,120,119,3.5118833609788744
the-NUMth,75,72,3.7299742856995555
the-louisiana,92,90,3.6324572921847245
was-super,623,588,2.8129133566428557
a-nice,2071,1858,2.3010299956639813
feet,131,124,3.494154594018443
bonus,206,198,3.290034611362518
the-poutin,266,230,3.225309281725863
the-process,58,58,3.824125833916549
convent,64,60,3.808885867359812
we-sampl,63,62,3.795184589682424
conveni,250,247,3.1931245983544616
and-bacon,251,239,3.2068258760318495
can-add,60,59,3.816241299991783
legit,122,116,3.5224442335063197
fine-dine,85,81,3.678518379040114
alway-pack,142,141,3.437750562820388
romain,58,55,3.846955325019824
ideal,134,131,3.469822015978163
carolina,74,66,3.767897616018091
sweet-mango,239,215,3.2528530309798933
a-heavi,52,52,3.8715729355458786
last-meal,77,74,3.717670503002262
carmel-crust,69,66,3.767897616018091
barnelli,60,51,3.8796692056320534
to-find,1031,987,2.591064607026499
the-waitress,844,742,2.7160033436347994
feed,204,197,3.292256071356476
fri-oyster,128,110,3.545307116465824
the-poach,68,67,3.7611758131557314
was-disappoint,280,273,3.1492191126553797
background,124,121,3.503790683057181
the-averag,60,59,3.816241299991783
and-savori,122,120,3.507855871695831
arriv-earli,74,72,3.7299742856995555
they-play,67,65,3.7745169657285498
blend,340,328,3.0681858617461617
brunch-menu,94,93,3.6190933306267428
my-tabl,191,181,3.3283796034387376
to-tast,239,232,3.220108088040055
we-pick,54,53,3.8627275283179747
the-NUMnd,74,72,3.7299742856995555
breath,99,97,3.5998830720736876
meh,423,397,2.9867717342662448
poach-egg,276,243,3.2013971243204513
cheapest,57,56,3.838849090737255
repeat,218,212,3.2600713879850747
men,147,132,3.4668676203541096
not-disappoint,451,447,2.9344984512435675
met,343,336,3.060697840353612
a-singl,186,182,3.326335860928751
everi-day,162,159,3.385606273598312
goodth,94,93,3.6190933306267428
was-sweet,103,102,3.578639209968072
we-end,415,400,2.9822712330395684
competit,84,79,3.6893088591236203
veri-fresh,266,262,3.167317334748176
some-delici,68,68,3.754348335711019
a-rush,58,55,3.846955325019824
to-fill,150,148,3.416640507338281
biscuit,411,299,3.110589710299249
breast,149,123,3.496929648073215
the-catfish,213,176,3.3404441148401185
yelper,342,325,3.0755469613925306
french-bistro,49,69,3.7481880270062002
was-amaz,1274,1204,2.5051499783199063
depend,267,260,3.1702617153949575
of-mine,201,196,3.294466226161593
the-cooki,54,52,3.8715729355458786
a-chicago,287,265,3.161368002234975
brisket,2543,1597,2.380211241711606
weekday,438,426,2.954242509439325
danger,53,52,3.8715729355458786
was-spectacular,72,71,3.73559889969818
recent-visit,105,105,3.5658478186735176
the-burger,1174,872,2.6434526764861874
i-final,388,380,3.0043213737826426
grill-onion,53,53,3.8627275283179747
stick,585,547,2.845098040014257
mahi-mahi,14,93,3.6190933306267428
first-thing,134,132,3.4668676203541096
of-review,82,81,3.678518379040114
invent,150,147,3.419955748489758
outer,58,53,3.8627275283179747
frozen,240,211,3.2624510897304293
a-simpl,125,125,3.4899584794248346
booth,441,398,2.9867717342662448
and-total,60,60,3.808885867359812
encount,104,103,3.574031267727719
qualiti,2401,2055,2.255272505103306
nt-compar,57,57,3.8312296938670634
fair-quick,66,65,3.7745169657285498
mid,52,52,3.8715729355458786
chocol,2261,1649,2.361727836017593
other-patron,76,75,3.711807229041191
fell,331,321,3.0791812460476247
a-pork,68,66,3.767897616018091
an-empti,72,72,3.7299742856995555
we-chose,139,133,3.462397997898956
min,860,729,2.724275869600789
with-spici,72,70,3.741939077729199
and-split,99,98,3.595496221825574
defin,125,120,3.507855871695831
mix,1367,1228,2.4913616938342726
it-make,190,188,3.311753861055754
polit,272,267,3.1583624920952498
appeal,204,197,3.292256071356476
your-number,65,64,3.7810369386211318
everyday,178,174,3.346352974450639
dirti,291,263,3.167317334748176
here-NUM,110,108,3.5538830266438746
veri-fill,97,97,3.5998830720736876
we-visit,100,98,3.595496221825574
a-fast,56,54,3.8549130223078554
oper,95,94,3.6138418218760693
open,2447,2133,2.255272505103306
sausag-jambalaya,179,168,3.361727836017593
albacor,142,121,3.503790683057181
was-top,122,119,3.5118833609788744
culinari,177,167,3.3636119798921444
shrimp-taco,77,72,3.7299742856995555
con-alioli,63,63,3.788168371141168
that-food,60,60,3.808885867359812
berri,201,185,3.3201462861110542
portillo,1378,839,2.6627578316815743
the-tastiest,56,55,3.846955325019824
california,343,318,3.0827853703164503
to-drink,220,220,3.2430380486862944
your-neighbor,77,76,3.7067177823367587
a-portillo,68,61,3.802089257881733
to-decid,99,96,3.6053050461411096
gyro,148,121,3.503790683057181
sidewalk,112,106,3.561101383649056
soooo-good,89,88,3.6424645202421213
a-fabul,70,70,3.741939077729199
in-time,80,79,3.6893088591236203
between-NUM,104,100,3.586587304671755
felt,1632,1475,2.414973347970818
lobster,471,339,3.0569048513364727
to-return,288,283,3.1335389083702174
their-NUM,77,76,3.7067177823367587
was-brought,72,72,3.7299742856995555
sucker,114,112,3.537819095073274
for-bbq,92,83,3.66838591669
bloodi-mari,310,259,3.173186268412274
with-great,197,197,3.292256071356476
on-sunday,198,193,3.3010299956639813
romant,271,262,3.167317334748176
wood-fire,99,91,3.6283889300503116
nt-feel,301,297,3.113943352306837
half-hour,39,96,3.6053050461411096
proper,215,201,3.2833012287035497
anoth-shot,77,75,3.711807229041191
i-spent,101,101,3.583198773968623
the-pork,905,774,2.690196080028514
mmm,164,140,3.4409090820652177
my-recent,58,58,3.824125833916549
bitter,182,166,3.367355921026019
recal,165,159,3.385606273598312
pollo,138,130,3.4727564493172123
was-wrong,62,62,3.795184589682424
tomato-mayo,3,59,3.816241299991783
could-easili,62,62,3.795184589682424
patron,440,411,2.9731278535996983
special--,30,64,3.7810369386211318
other-yelper,58,57,3.8312296938670634
healthi,400,369,3.0170333392987803
to-chicago,823,771,2.6989700043360187
overlook,140,137,3.450249108319361
mama-depandi,111,93,3.6190933306267428
concoct,160,159,3.385606273598312
money,852,783,2.690196080028514
bad-thing,152,149,3.413299764081252
my-hubbi,96,78,3.6954816764901977
some-nice,52,52,3.8715729355458786
mango-chutney,203,654,2.7708520116421442
fresh-tomato,55,53,3.8627275283179747
your-friend,116,114,3.530199698203082
eggplant-parmesan,59,54,3.8549130223078554
mom,470,360,3.0293837776852097
mon,73,73,3.7234556720351857
sushi-spot,56,53,3.8627275283179747
for-italian,53,52,3.8715729355458786
are-friend,78,78,3.6954816764901977
be-good,205,202,3.2810333672477277
hazelnut,154,132,3.4668676203541096
and-avocado,63,61,3.802089257881733
alway-great,83,80,3.683947130751512
a-yummi,51,51,3.8796692056320534
of-tourist,63,63,3.788168371141168
too-busi,92,90,3.6324572921847245
omakas,163,117,3.5185139398778875
so-close,102,97,3.5998830720736876
and-tip,84,82,3.673020907128896
nt-miss,36,143,3.4313637641589874
my-list,208,205,3.27415784926368
the-fresh,277,272,3.1522883443830563
variat,73,71,3.73559889969818
in-flavor,134,129,3.4756711883244296
it-back,209,199,3.287801729930226
feta,91,88,3.6424645202421213
of-mac,92,88,3.6424645202421213
healthier,56,55,3.846955325019824
kudo,108,105,3.5658478186735176
never-disappoint,145,144,3.428134794028789
with-green,78,76,3.7067177823367587
punch,114,111,3.5415792439465807
patio,437,387,2.9956351945975497
and-offer,110,110,3.545307116465824
after-NUM,224,221,3.2430380486862944
favorit-restaur,361,359,3.0293837776852097
cramp,367,347,3.0453229787866576
past-NUM,55,55,3.846955325019824
in-front,478,455,2.929418925714293
to-write,354,343,3.0492180226701815
revisit,69,69,3.7481880270062002
a-citi,73,73,3.7234556720351857
skeptic,147,145,3.424881636631067
were-happi,64,64,3.7810369386211318
was-mediocr,109,108,3.5538830266438746
cucumb,251,221,3.2430380486862944
is-absolut,205,200,3.285557309007774
it-made,192,191,3.305351369446624
averag,1039,918,2.623249290397901
NUM-month,58,156,3.3944516808262164
too-small,120,117,3.5185139398778875
to-indulg,54,54,3.8549130223078554
craft,236,222,3.2405492482826
butcher,193,165,3.369215857410143
was-pretti,1602,1442,2.414973347970818
float,71,68,3.754348335711019
meatbal,746,564,2.8325089127062366
of-potato,145,137,3.450249108319361
s-chicken,68,63,3.788168371141168
hassl,65,64,3.7810369386211318
cotija,84,76,3.7067177823367587
alley,56,53,3.8627275283179747
